id_pers;sexo;edad;grupo_edad;area;dpto;nivel_edu;quintil_ingreso;uso_internet;fex
4525;Mujer;29;25-34;Rural;Concepción;Básica;Q3;0;80
4526;Hombre;24;15-24;Rural;Asunción;Básica;Q2;0;99
4527;Mujer;22;15-24;Rural;San Pedro;Media;Q5;1;148
4528;Mujer;36;35-44;Rural;San Pedro;Media;Q3;0;66
4529;Mujer;30;25-34;Rural;San Pedro;Superior;Q2;1;65
4530;Hombre;30;25-34;Urbana;Itapúa;Media;Q3;1;54
4531;Hombre;59;55-64;Urbana;Central;Media;Q4;0;36
4532;Hombre;62;55-64;Urbana;Central;Superior;Q2;1;41
4533;Hombre;15;15-24;Urbana;Alto Paraná;Media;Q3;1;86
4534;Hombre;40;35-44;Urbana;Asunción;Básica;Q1;0;138
4535;Mujer;21;15-24;Rural;San Pedro;Media;Q4;1;125
4536;Mujer;30;25-34;Rural;Caaguazú;Básica;Q4;1;43
4537;Hombre;40;35-44;Urbana;Alto Paraná;Básica;Q2;0;93
4538;Mujer;31;25-34;Rural;San Pedro;Media;Q4;0;130
4539;Hombre;39;35-44;Urbana;Asunción;Superior;Q4;1;90
4540;Hombre;47;45-54;Urbana;Central;Superior;Q5;1;138
4541;Hombre;40;35-44;Rural;San Pedro;Básica;Q2;0;138
4542;Mujer;23;15-24;Urbana;Alto Paraná;Superior;Q5;1;65
4543;Hombre;23;15-24;Rural;Caaguazú;Media;Q5;1;133
4544;Hombre;15;15-24;Urbana;Central;Superior;Q5;1;96
4545;Hombre;19;15-24;Urbana;Itapúa;Superior;Q5;1;82
4546;Mujer;70;65+;Rural;Concepción;Media;Q4;0;120
4547;Hombre;20;15-24;Urbana;Asunción;Básica;Q1;0;122
4548;Mujer;15;15-24;Rural;Caaguazú;Media;Q3;1;107
4549;Mujer;40;35-44;Urbana;Central;Media;Q5;1;125
4550;Mujer;33;25-34;Urbana;Alto Paraná;Media;Q5;1;143
4551;Mujer;31;25-34;Rural;Concepción;Media;Q3;1;133
4552;Hombre;60;55-64;Rural;Caaguazú;Media;Q4;0;29
4553;Hombre;44;35-44;Urbana;Alto Paraná;Media;Q3;1;130
4554;Mujer;25;25-34;Urbana;Central;Media;Q2;0;121
4555;Hombre;27;25-34;Rural;Caazapá;Básica;Q3;1;140
4556;Mujer;25;25-34;Urbana;Asunción;Media;Q5;1;116
4557;Mujer;50;45-54;Urbana;Asunción;Superior;Q5;1;134
4558;Mujer;29;25-34;Rural;Concepción;Básica;Q1;0;21
4559;Mujer;15;15-24;Urbana;Asunción;Básica;Q3;1;147
4560;Mujer;34;25-34;Urbana;Central;Superior;Q4;1;44
4561;Mujer;15;15-24;Urbana;Alto Paraná;Media;Q1;1;132
4562;Hombre;74;65+;Rural;Concepción;Media;Q2;0;140
4563;Mujer;17;15-24;Urbana;Alto Paraná;Superior;Q3;1;20
4564;Hombre;32;25-34;Rural;Caaguazú;Media;Q4;0;138
4565;Hombre;39;35-44;Urbana;Itapúa;Superior;Q4;1;127
4566;Mujer;29;25-34;Urbana;Central;Superior;Q3;1;139
4567;Hombre;29;25-34;Urbana;Central;Superior;Q5;1;42
4568;Hombre;42;35-44;Urbana;Central;Media;Q5;1;121
4569;Hombre;62;55-64;Urbana;Itapúa;Media;Q2;0;83
4570;Mujer;48;45-54;Urbana;Asunción;Media;Q2;1;53
4571;Mujer;61;55-64;Rural;Concepción;Media;Q3;0;118
4572;Mujer;16;15-24;Rural;San Pedro;Media;Q2;0;81
4573;Hombre;40;35-44;Urbana;Asunción;Superior;Q3;0;136
4574;Mujer;37;35-44;Rural;Alto Paraná;Media;Q3;1;112
4575;Mujer;41;35-44;Rural;San Pedro;Básica;Q4;1;38
4576;Hombre;59;55-64;Urbana;Central;Media;Q5;1;52
4577;Hombre;31;25-34;Urbana;Central;Básica;Q3;1;54
4578;Hombre;27;25-34;Urbana;Alto Paraná;Superior;Q5;1;64
4579;Mujer;44;35-44;Urbana;Alto Paraná;Media;Q4;1;106
4580;Mujer;15;15-24;Urbana;Asunción;Media;Q3;1;136
4581;Mujer;30;25-34;Urbana;Central;Superior;Q5;1;97
4582;Hombre;32;25-34;Urbana;Asunción;Básica;Q2;0;117
4583;Mujer;18;15-24;Rural;Caaguazú;Superior;Q5;1;61
4584;Mujer;54;45-54;Rural;Concepción;Básica;Q1;1;87
4585;Mujer;15;15-24;Urbana;Asunción;Superior;Q4;1;85
4586;Mujer;32;25-34;Rural;Caazapá;Básica;Q4;0;111
4587;Hombre;40;35-44;Urbana;Asunción;Básica;Q1;0;87
4588;Hombre;59;55-64;Rural;San Pedro;Media;Q2;0;63
4589;Mujer;34;25-34;Urbana;Asunción;Superior;Q4;1;51
4590;Mujer;51;45-54;Urbana;Asunción;Media;Q2;0;53
4591;Mujer;47;45-54;Urbana;Central;Media;Q1;0;147
4592;Hombre;37;35-44;Urbana;Asunción;Superior;Q4;1;66
4593;Mujer;15;15-24;Urbana;Caazapá;Media;Q4;1;124
4594;Hombre;15;15-24;Urbana;Caazapá;Superior;Q4;1;29
4595;Hombre;36;35-44;Urbana;Central;Media;Q4;1;31
4596;Mujer;25;25-34;Urbana;Central;Media;Q2;0;109
4597;Mujer;51;45-54;Rural;Central;Básica;Q1;0;79
4598;Hombre;48;45-54;Urbana;Alto Paraná;Media;Q5;1;134
4599;Hombre;31;25-34;Rural;San Pedro;Básica;Q3;0;132
4600;Hombre;15;15-24;Rural;Concepción;Básica;Q2;1;118
4601;Hombre;44;35-44;Urbana;Asunción;Media;Q1;1;125
4602;Mujer;16;15-24;Urbana;Central;Media;Q2;1;133
4603;Mujer;21;15-24;Rural;Caaguazú;Media;Q4;1;121
4604;Hombre;17;15-24;Urbana;Alto Paraná;Media;Q2;1;88
4605;Mujer;32;25-34;Rural;San Pedro;Básica;Q3;0;54
4606;Mujer;56;55-64;Urbana;Asunción;Superior;Q5;1;122
4607;Mujer;34;25-34;Urbana;Itapúa;Media;Q4;1;61
4608;Hombre;27;25-34;Urbana;Alto Paraná;Media;Q4;1;51
4609;Mujer;15;15-24;Urbana;Central;Media;Q3;1;42
4610;Hombre;44;35-44;Rural;Concepción;Media;Q2;0;101
4611;Hombre;20;15-24;Rural;Concepción;Básica;Q2;0;51
4612;Hombre;37;35-44;Rural;Caaguazú;Básica;Q3;0;68
4613;Hombre;28;25-34;Urbana;Asunción;Superior;Q2;1;112
4614;Hombre;50;45-54;Urbana;Central;Media;Q3;0;123
4615;Hombre;32;25-34;Urbana;San Pedro;Media;Q3;1;60
4616;Hombre;33;25-34;Rural;Caazapá;Superior;Q5;1;129
4617;Mujer;43;35-44;Urbana;Central;Básica;Q1;0;27
4618;Mujer;72;65+;Urbana;Asunción;Media;Q5;1;148
4619;Hombre;50;45-54;Rural;Caazapá;Básica;Q2;0;74
4620;Mujer;33;25-34;Urbana;Central;Básica;Q4;1;62
4621;Mujer;35;35-44;Urbana;Central;Media;Q4;1;140
4622;Mujer;25;25-34;Urbana;Asunción;Media;Q2;0;37
4623;Hombre;17;15-24;Urbana;Alto Paraná;Básica;Q1;0;66
4624;Mujer;25;25-34;Rural;Caaguazú;Media;Q5;1;66
4625;Mujer;21;15-24;Urbana;Central;Superior;Q5;1;75
4626;Mujer;46;45-54;Urbana;Central;Superior;Q1;1;130
4627;Hombre;15;15-24;Urbana;Central;Media;Q5;1;130
4628;Mujer;58;55-64;Urbana;Central;Básica;Q2;0;96
4629;Mujer;48;45-54;Urbana;Central;Media;Q3;1;148
4630;Mujer;35;35-44;Urbana;Asunción;Media;Q3;1;129
4631;Hombre;35;35-44;Urbana;Central;Superior;Q5;1;108
4632;Hombre;24;15-24;Urbana;Asunción;Superior;Q3;1;45
4633;Mujer;39;35-44;Rural;Caaguazú;Básica;Q1;0;91
4634;Mujer;54;45-54;Urbana;Central;Básica;Q1;0;47
4635;Hombre;22;15-24;Rural;Concepción;Superior;Q5;0;59
4636;Mujer;15;15-24;Urbana;Alto Paraná;Superior;Q5;1;109
4637;Hombre;47;45-54;Urbana;Alto Paraná;Media;Q3;1;43
4638;Mujer;40;35-44;Rural;San Pedro;Básica;Q2;0;31
4639;Mujer;15;15-24;Urbana;Central;Media;Q3;1;89
4640;Mujer;21;15-24;Urbana;Asunción;Superior;Q5;1;20
4641;Mujer;19;15-24;Urbana;Central;Básica;Q5;1;99
4642;Hombre;21;15-24;Urbana;Central;Superior;Q5;1;137
4643;Mujer;29;25-34;Urbana;Asunción;Básica;Q5;1;44
4644;Hombre;30;25-34;Urbana;Central;Superior;Q5;1;69
4645;Mujer;23;15-24;Rural;Caazapá;Media;Q2;1;139
4646;Mujer;21;15-24;Urbana;Alto Paraná;Media;Q4;1;111
4647;Mujer;30;25-34;Rural;Concepción;Básica;Q1;0;37
4648;Hombre;38;35-44;Urbana;Alto Paraná;Media;Q3;1;69
4649;Mujer;29;25-34;Urbana;Central;Media;Q4;1;118
4650;Hombre;55;55-64;Rural;Concepción;Media;Q5;1;106
4651;Hombre;44;35-44;Urbana;Asunción;Media;Q2;0;40
4652;Mujer;15;15-24;Rural;San Pedro;Básica;Q3;0;28
4653;Hombre;44;35-44;Urbana;Central;Media;Q5;1;108
4654;Mujer;45;45-54;Urbana;Asunción;Media;Q1;0;99
4655;Hombre;27;25-34;Rural;Caaguazú;Básica;Q3;0;27
4656;Hombre;15;15-24;Rural;San Pedro;Básica;Q1;0;146
4657;Mujer;35;35-44;Urbana;Caaguazú;Media;Q1;1;52
4658;Mujer;34;25-34;Rural;Caazapá;Media;Q5;0;70
4659;Hombre;15;15-24;Rural;Itapúa;Básica;Q1;0;43
4660;Mujer;15;15-24;Urbana;Alto Paraná;Básica;Q2;1;127
4661;Mujer;33;25-34;Rural;Alto Paraná;Básica;Q2;0;145
4662;Mujer;30;25-34;Rural;Caaguazú;Media;Q2;1;47
4663;Hombre;27;25-34;Urbana;Central;Media;Q4;0;56
4664;Mujer;33;25-34;Urbana;Asunción;Media;Q1;0;111
4665;Mujer;15;15-24;Rural;Concepción;Media;Q2;1;88
4666;Mujer;27;25-34;Urbana;Alto Paraná;Media;Q5;1;33
4667;Hombre;44;35-44;Urbana;Central;Media;Q5;1;140
4668;Mujer;28;25-34;Urbana;Asunción;Básica;Q2;1;99
4669;Mujer;15;15-24;Urbana;Central;Superior;Q3;1;59
4670;Mujer;26;25-34;Urbana;Asunción;Media;Q3;0;83
4671;Hombre;15;15-24;Rural;Concepción;Media;Q5;1;85
4672;Mujer;39;35-44;Rural;Caaguazú;Media;Q1;0;88
4673;Mujer;40;35-44;Urbana;Itapúa;Superior;Q3;1;84
4674;Hombre;15;15-24;Rural;Central;Media;Q5;1;93
4675;Hombre;48;45-54;Urbana;Asunción;Media;Q3;1;71
4676;Mujer;15;15-24;Urbana;Caazapá;Media;Q1;0;39
4677;Hombre;63;55-64;Urbana;Caaguazú;Superior;Q3;0;106
4678;Mujer;34;25-34;Rural;Concepción;Superior;Q5;1;123
4679;Mujer;15;15-24;Urbana;Alto Paraná;Media;Q3;1;129
4680;Mujer;15;15-24;Urbana;Asunción;Media;Q2;1;22
4681;Hombre;41;35-44;Urbana;Caaguazú;Superior;Q5;1;72
4682;Hombre;27;25-34;Rural;Caaguazú;Básica;Q3;1;147
4683;Mujer;33;25-34;Rural;Asunción;Básica;Q1;0;28
4684;Hombre;64;55-64;Urbana;Central;Media;Q3;1;122
4685;Mujer;22;15-24;Urbana;Alto Paraná;Básica;Q1;0;36
4686;Hombre;36;35-44;Rural;Caaguazú;Básica;Q2;0;127
4687;Hombre;60;55-64;Rural;Caaguazú;Media;Q2;0;107
4688;Hombre;39;35-44;Urbana;Itapúa;Media;Q3;0;114
4689;Mujer;15;15-24;Rural;Concepción;Superior;Q5;1;147
4690;Mujer;44;35-44;Rural;Caazapá;Superior;Q5;0;142
4691;Hombre;15;15-24;Urbana;Central;Superior;Q4;1;59
4692;Hombre;60;55-64;Urbana;Itapúa;Superior;Q3;1;68
4693;Hombre;20;15-24;Urbana;Alto Paraná;Media;Q5;1;72
4694;Mujer;80;65+;Rural;San Pedro;Media;Q2;0;43
4695;Hombre;61;55-64;Urbana;Alto Paraná;Superior;Q5;0;69
4696;Mujer;20;15-24;Urbana;Asunción;Media;Q1;1;147
4697;Mujer;35;35-44;Rural;Caazapá;Básica;Q2;0;83
4698;Mujer;48;45-54;Rural;Caaguazú;Media;Q1;0;143
4699;Hombre;49;45-54;Urbana;Central;Media;Q2;1;29
4700;Mujer;42;35-44;Urbana;Alto Paraná;Superior;Q5;1;25
4701;Hombre;57;55-64;Urbana;Central;Media;Q2;0;94
4702;Hombre;32;25-34;Urbana;Central;Superior;Q5;1;115
4703;Mujer;28;25-34;Rural;Caazapá;Media;Q2;1;48
4704;Mujer;28;25-34;Urbana;Central;Media;Q2;0;85
4705;Hombre;50;45-54;Urbana;Central;Básica;Q3;0;133
4706;Hombre;41;35-44;Rural;San Pedro;Media;Q1;0;119
4707;Mujer;40;35-44;Urbana;Central;Básica;Q1;0;50
4708;Hombre;49;45-54;Urbana;Asunción;Superior;Q4;1;63
4709;Mujer;15;15-24;Urbana;Central;Superior;Q2;1;59
4710;Mujer;40;35-44;Rural;Caaguazú;Media;Q1;0;113
4711;Hombre;38;35-44;Urbana;Itapúa;Superior;Q4;1;145
4712;Hombre;65;65+;Urbana;Central;Media;Q1;0;56
4713;Hombre;15;15-24;Urbana;Asunción;Básica;Q3;1;96
4714;Mujer;63;55-64;Rural;Caaguazú;Media;Q1;0;148
4715;Mujer;36;35-44;Urbana;Asunción;Media;Q5;1;40
4716;Hombre;43;35-44;Urbana;Asunción;Media;Q4;1;105
4717;Mujer;65;65+;Rural;Concepción;Básica;Q1;0;63
4718;Mujer;45;45-54;Rural;Caaguazú;Media;Q1;0;148
4719;Hombre;42;35-44;Rural;San Pedro;Media;Q1;1;34
4720;Mujer;39;35-44;Urbana;Asunción;Media;Q3;1;78
4721;Hombre;26;25-34;Rural;Caaguazú;Básica;Q2;0;53
4722;Hombre;34;25-34;Urbana;Alto Paraná;Media;Q4;1;24
4723;Hombre;22;15-24;Urbana;Central;Media;Q3;1;145
4724;Hombre;34;25-34;Urbana;Asunción;Media;Q2;0;93
4725;Hombre;15;15-24;Urbana;Central;Superior;Q5;0;111
4726;Hombre;42;35-44;Urbana;San Pedro;Media;Q3;1;100
4727;Mujer;32;25-34;Urbana;Central;Básica;Q5;1;39
4728;Mujer;28;25-34;Rural;San Pedro;Básica;Q1;0;42
4729;Mujer;38;35-44;Urbana;Central;Media;Q2;1;101
4730;Hombre;15;15-24;Urbana;Alto Paraná;Superior;Q5;1;121
4731;Hombre;69;65+;Urbana;Asunción;Superior;Q5;1;99
4732;Hombre;33;25-34;Rural;Caaguazú;Media;Q4;0;94
4733;Mujer;32;25-34;Urbana;Alto Paraná;Media;Q3;1;116
4734;Mujer;17;15-24;Urbana;Asunción;Media;Q5;1;51
4735;Hombre;35;35-44;Urbana;Itapúa;Básica;Q4;1;115
4736;Hombre;59;55-64;Rural;Caaguazú;Media;Q3;1;73
4737;Mujer;53;45-54;Urbana;Central;Media;Q2;1;107
4738;Hombre;50;45-54;Urbana;Caaguazú;Media;Q4;1;55
4739;Hombre;44;35-44;Urbana;Asunción;Media;Q5;1;37
4740;Mujer;28;25-34;Rural;Concepción;Básica;Q2;0;23
4741;Mujer;15;15-24;Urbana;Alto Paraná;Media;Q5;1;124
4742;Hombre;31;25-34;Urbana;Central;Superior;Q4;1;45
4743;Hombre;30;25-34;Urbana;Asunción;Básica;Q4;0;67
4744;Mujer;53;45-54;Rural;Caaguazú;Media;Q2;0;119
4745;Hombre;40;35-44;Urbana;Asunción;Básica;Q1;0;78
4746;Hombre;64;55-64;Urbana;Central;Media;Q3;1;48
4747;Hombre;56;55-64;Urbana;Alto Paraná;Básica;Q2;1;45
4748;Hombre;26;25-34;Urbana;Central;Básica;Q1;1;73
4749;Hombre;15;15-24;Urbana;Central;Básica;Q4;1;93
4750;Mujer;59;55-64;Urbana;Asunción;Media;Q5;1;71
4751;Hombre;59;55-64;Rural;San Pedro;Básica;Q3;0;137
4752;Hombre;15;15-24;Urbana;Itapúa;Superior;Q3;0;20
4753;Mujer;62;55-64;Rural;San Pedro;Básica;Q1;0;72
4754;Mujer;41;35-44;Urbana;Asunción;Básica;Q2;1;116
4755;Mujer;37;35-44;Rural;Central;Media;Q4;1;135
4756;Mujer;64;55-64;Urbana;Central;Media;Q2;0;66
4757;Hombre;59;55-64;Urbana;Central;Media;Q4;1;107
4758;Mujer;46;45-54;Urbana;Asunción;Media;Q3;1;95
4759;Hombre;43;35-44;Rural;San Pedro;Media;Q4;1;46
4760;Mujer;46;45-54;Rural;Caaguazú;Básica;Q2;0;108
4761;Hombre;27;25-34;Urbana;Central;Media;Q4;1;52
4762;Mujer;34;25-34;Urbana;Caaguazú;Básica;Q1;0;121
4763;Mujer;18;15-24;Urbana;Central;Básica;Q1;1;132
4764;Hombre;29;25-34;Urbana;Asunción;Superior;Q5;1;82
4765;Mujer;28;25-34;Urbana;Central;Media;Q3;1;27
4766;Mujer;23;15-24;Urbana;Asunción;Media;Q5;1;115
4767;Mujer;37;35-44;Urbana;Asunción;Superior;Q2;1;80
4768;Hombre;29;25-34;Rural;Caaguazú;Media;Q3;0;32
4769;Mujer;44;35-44;Rural;Caaguazú;Media;Q3;0;63
4770;Hombre;15;15-24;Urbana;Asunción;Media;Q5;1;57
4771;Hombre;32;25-34;Rural;Alto Paraná;Media;Q5;1;114
4772;Hombre;37;35-44;Urbana;Central;Superior;Q4;1;75
4773;Hombre;29;25-34;Rural;San Pedro;Básica;Q1;0;96
4774;Mujer;31;25-34;Urbana;Asunción;Media;Q4;1;85
4775;Hombre;15;15-24;Rural;Caazapá;Básica;Q3;1;114
4776;Mujer;41;35-44;Urbana;Itapúa;Básica;Q2;1;113
4777;Hombre;46;45-54;Urbana;Central;Media;Q5;1;78
4778;Hombre;43;35-44;Rural;Caaguazú;Media;Q1;0;37
4779;Hombre;53;45-54;Urbana;Alto Paraná;Básica;Q2;0;73
4780;Hombre;38;35-44;Urbana;Itapúa;Media;Q4;1;40
4781;Hombre;43;35-44;Urbana;Asunción;Media;Q2;0;144
4782;Hombre;37;35-44;Rural;Caazapá;Media;Q4;1;143
4783;Mujer;47;45-54;Urbana;Alto Paraná;Superior;Q5;1;79
4784;Hombre;15;15-24;Urbana;Central;Superior;Q5;1;23
4785;Hombre;18;15-24;Urbana;Asunción;Superior;Q4;1;68
4786;Hombre;63;55-64;Urbana;Central;Media;Q3;0;136
4787;Mujer;15;15-24;Urbana;Asunción;Media;Q3;1;57
4788;Mujer;32;25-34;Rural;San Pedro;Media;Q2;0;100
4789;Mujer;56;55-64;Urbana;San Pedro;Superior;Q5;1;43
4790;Hombre;33;25-34;Urbana;Central;Superior;Q3;1;127
4791;Hombre;27;25-34;Urbana;Central;Media;Q4;1;135
4792;Mujer;37;35-44;Urbana;Asunción;Media;Q3;1;99
4793;Hombre;28;25-34;Rural;Caaguazú;Media;Q3;1;101
4794;Hombre;35;35-44;Urbana;Alto Paraná;Superior;Q2;1;69
4795;Hombre;22;15-24;Rural;San Pedro;Media;Q2;1;111
4796;Hombre;54;45-54;Urbana;Central;Básica;Q2;0;82
4797;Hombre;60;55-64;Urbana;Asunción;Media;Q4;1;116
4798;Mujer;32;25-34;Urbana;Central;Media;Q4;1;145
4799;Hombre;15;15-24;Rural;Caazapá;Media;Q1;1;126
4800;Mujer;25;25-34;Rural;San Pedro;Media;Q2;0;87
4801;Hombre;31;25-34;Urbana;Asunción;Media;Q4;1;147
4802;Hombre;44;35-44;Rural;Caaguazú;Media;Q4;1;98
4803;Mujer;16;15-24;Urbana;Central;Básica;Q1;1;28
4804;Hombre;21;15-24;Rural;Caaguazú;Básica;Q1;0;114
4805;Mujer;44;35-44;Rural;Concepción;Básica;Q1;0;126
4806;Mujer;51;45-54;Rural;San Pedro;Media;Q2;0;37
4807;Hombre;23;15-24;Rural;Caaguazú;Media;Q1;0;108
4808;Mujer;15;15-24;Rural;San Pedro;Básica;Q2;0;139
4809;Hombre;80;65+;Rural;San Pedro;Media;Q5;0;52
4810;Mujer;49;45-54;Urbana;Central;Media;Q2;1;96
4811;Hombre;30;25-34;Urbana;Central;Media;Q4;1;55
4812;Mujer;50;45-54;Urbana;Asunción;Superior;Q5;1;120
4813;Hombre;32;25-34;Rural;San Pedro;Media;Q5;1;95
4814;Mujer;50;45-54;Urbana;Central;Media;Q4;1;75
4815;Mujer;37;35-44;Urbana;Central;Media;Q5;1;23
4816;Mujer;36;35-44;Rural;San Pedro;Básica;Q2;0;142
4817;Mujer;32;25-34;Rural;San Pedro;Media;Q4;1;84
4818;Mujer;15;15-24;Urbana;Alto Paraná;Media;Q3;1;124
4819;Mujer;69;65+;Urbana;Asunción;Básica;Q1;0;70
4820;Hombre;18;15-24;Urbana;Central;Superior;Q5;1;130
4821;Hombre;15;15-24;Urbana;Central;Media;Q4;1;40
4822;Hombre;31;25-34;Rural;Caazapá;Superior;Q3;1;50
4823;Hombre;17;15-24;Rural;Concepción;Básica;Q3;1;63
4824;Hombre;34;25-34;Urbana;Central;Superior;Q4;1;31
4825;Mujer;47;45-54;Urbana;Central;Superior;Q4;1;77
4826;Hombre;52;45-54;Rural;Concepción;Básica;Q2;0;83
4827;Mujer;49;45-54;Urbana;Central;Media;Q3;0;34
4828;Hombre;29;25-34;Urbana;Central;Superior;Q5;1;75
4829;Hombre;35;35-44;Rural;Caazapá;Media;Q2;0;45
4830;Mujer;42;35-44;Rural;Itapúa;Básica;Q4;0;133
4831;Mujer;15;15-24;Urbana;Central;Superior;Q5;1;86
4832;Mujer;45;45-54;Rural;Caazapá;Básica;Q1;0;143
4833;Mujer;15;15-24;Urbana;Central;Media;Q3;1;64
4834;Hombre;71;65+;Urbana;Central;Media;Q1;0;64
4835;Mujer;27;25-34;Urbana;Central;Media;Q5;1;64
4836;Hombre;31;25-34;Urbana;Asunción;Media;Q5;1;54
4837;Hombre;21;15-24;Urbana;Itapúa;Media;Q3;1;121
4838;Hombre;23;15-24;Urbana;Alto Paraná;Superior;Q5;1;56
4839;Hombre;75;65+;Rural;Caaguazú;Media;Q4;0;57
4840;Hombre;51;45-54;Urbana;Alto Paraná;Media;Q3;0;26
4841;Mujer;15;15-24;Urbana;Alto Paraná;Media;Q3;1;145
4842;Mujer;62;55-64;Urbana;Asunción;Superior;Q4;1;135
4843;Hombre;56;55-64;Urbana;Asunción;Media;Q2;0;58
4844;Hombre;29;25-34;Urbana;Alto Paraná;Superior;Q5;1;87
4845;Hombre;40;35-44;Urbana;Alto Paraná;Básica;Q1;0;82
4846;Hombre;34;25-34;Rural;Itapúa;Básica;Q1;0;31
4847;Mujer;70;65+;Urbana;Asunción;Básica;Q1;1;89
4848;Hombre;20;15-24;Urbana;Central;Media;Q4;1;34
4849;Mujer;37;35-44;Urbana;Alto Paraná;Media;Q5;1;76
4850;Hombre;27;25-34;Urbana;Central;Superior;Q5;1;31
4851;Mujer;15;15-24;Rural;Concepción;Media;Q4;1;96
4852;Hombre;74;65+;Urbana;Asunción;Media;Q4;0;26
4853;Mujer;15;15-24;Urbana;Asunción;Básica;Q2;1;101
4854;Hombre;38;35-44;Rural;San Pedro;Media;Q2;0;111
4855;Mujer;15;15-24;Urbana;Central;Media;Q3;1;94
4856;Hombre;27;25-34;Urbana;Central;Media;Q1;1;81
4857;Hombre;42;35-44;Rural;Caazapá;Básica;Q2;0;27
4858;Mujer;20;15-24;Rural;San Pedro;Básica;Q1;1;21
4859;Mujer;45;45-54;Urbana;Central;Media;Q4;1;64
4860;Mujer;30;25-34;Urbana;San Pedro;Media;Q2;1;120
4861;Mujer;55;55-64;Rural;Caaguazú;Básica;Q1;0;104
4862;Mujer;59;55-64;Urbana;Asunción;Superior;Q5;1;36
4863;Hombre;24;15-24;Urbana;Asunción;Media;Q2;1;109
4864;Hombre;36;35-44;Urbana;Central;Media;Q3;0;94
4865;Hombre;38;35-44;Urbana;Asunción;Media;Q1;0;41
4866;Mujer;46;45-54;Urbana;Caaguazú;Superior;Q3;1;118
4867;Hombre;35;35-44;Urbana;Central;Media;Q4;1;127
4868;Hombre;38;35-44;Rural;Concepción;Básica;Q2;0;50
4869;Mujer;30;25-34;Urbana;Central;Media;Q2;0;102
4870;Mujer;37;35-44;Urbana;San Pedro;Básica;Q3;1;69
4871;Hombre;58;55-64;Urbana;Central;Básica;Q3;0;27
4872;Hombre;46;45-54;Rural;Concepción;Media;Q3;0;131
4873;Hombre;47;45-54;Urbana;Itapúa;Media;Q2;1;126
4874;Hombre;48;45-54;Urbana;Itapúa;Superior;Q5;1;61
4875;Hombre;32;25-34;Urbana;Asunción;Básica;Q3;0;89
4876;Mujer;40;35-44;Urbana;Asunción;Superior;Q3;1;86
4877;Mujer;15;15-24;Rural;San Pedro;Básica;Q1;0;43
4878;Mujer;57;55-64;Urbana;Asunción;Media;Q2;0;38
4879;Hombre;15;15-24;Urbana;Itapúa;Superior;Q4;1;129
4880;Mujer;33;25-34;Rural;Caaguazú;Media;Q2;0;132
4881;Hombre;55;55-64;Urbana;Central;Media;Q5;1;114
4882;Hombre;15;15-24;Urbana;Asunción;Media;Q4;1;29
4883;Mujer;42;35-44;Urbana;Concepción;Superior;Q5;1;138
4884;Hombre;22;15-24;Urbana;Alto Paraná;Media;Q2;0;147
4885;Hombre;28;25-34;Urbana;Central;Básica;Q1;0;120
4886;Mujer;52;45-54;Urbana;Alto Paraná;Básica;Q1;1;65
4887;Hombre;38;35-44;Urbana;Alto Paraná;Media;Q3;0;72
4888;Mujer;15;15-24;Urbana;Central;Media;Q2;1;133
4889;Hombre;17;15-24;Rural;San Pedro;Media;Q2;0;56
4890;Mujer;52;45-54;Rural;Concepción;Básica;Q1;0;38
4891;Hombre;43;35-44;Rural;Caaguazú;Superior;Q5;1;126
4892;Hombre;66;65+;Urbana;Alto Paraná;Media;Q4;1;45
4893;Mujer;65;65+;Rural;Caaguazú;Media;Q2;0;137
4894;Hombre;28;25-34;Urbana;San Pedro;Básica;Q3;1;97
4895;Hombre;80;65+;Urbana;Central;Superior;Q5;0;92
4896;Hombre;35;35-44;Urbana;Central;Media;Q2;1;120
4897;Hombre;17;15-24;Urbana;Alto Paraná;Media;Q2;1;22
4898;Hombre;23;15-24;Urbana;Central;Superior;Q5;1;112
4899;Hombre;15;15-24;Urbana;Central;Superior;Q4;1;97
4900;Mujer;63;55-64;Urbana;Central;Media;Q4;0;88
4901;Hombre;63;55-64;Urbana;Central;Superior;Q2;0;48
4902;Hombre;16;15-24;Rural;San Pedro;Media;Q3;1;127
4903;Hombre;30;25-34;Urbana;Central;Básica;Q1;0;52
4904;Hombre;36;35-44;Urbana;Alto Paraná;Media;Q4;1;83
4905;Mujer;17;15-24;Rural;Caaguazú;Básica;Q5;1;40
4906;Hombre;15;15-24;Urbana;Central;Media;Q3;1;146
4907;Mujer;31;25-34;Urbana;Asunción;Superior;Q3;1;45
4908;Hombre;29;25-34;Urbana;Itapúa;Media;Q3;1;124
4909;Mujer;28;25-34;Rural;Concepción;Media;Q5;1;54
4910;Mujer;39;35-44;Rural;Caaguazú;Media;Q4;0;53
4911;Mujer;60;55-64;Urbana;Central;Media;Q2;1;74
4912;Mujer;29;25-34;Urbana;Central;Superior;Q5;1;129
4913;Mujer;38;35-44;Urbana;Asunción;Superior;Q5;1;109
4914;Hombre;48;45-54;Urbana;Asunción;Media;Q2;1;133
4915;Hombre;44;35-44;Rural;San Pedro;Media;Q3;0;26
4916;Mujer;23;15-24;Urbana;Central;Superior;Q4;1;144
4917;Hombre;36;35-44;Urbana;Central;Básica;Q3;1;30
4918;Hombre;44;35-44;Rural;Caaguazú;Superior;Q4;1;113
